0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 0 0 0, 
635,  0.0166839 0.00178921   0.116899,  0.0175942 0.00197208   0.116467,  0.0122026 0.00228221   0.119666, 0.00522842 0.00226068   0.122333, -0.00178074  0.00222393    0.125246, -0.0088364 0.00219033   0.128409, -0.0159324  0.0021604    0.13183, -0.0230622 0.00213472   0.135519, -0.0302187 0.00211389   0.139486, -0.0373942 0.00209859   0.143741, -0.0445806 0.00208955   0.148294, -0.0517693 0.00208759   0.153156, -0.0589507 0.00209357   0.158336, -0.0661145 0.00210846   0.163846, -0.0732498 0.00213332   0.169698, -0.0803444 0.00216927   0.175903, -0.0873852 0.00221758   0.182473, -0.0943585 0.00227959   0.189421,  -0.101249 0.00235679   0.196759,   -0.10804 0.00245078   0.204501,   0.105482 0.00435826   0.188098, 
640,  0.0123961 0.00195354   0.121861,  0.0133195 0.00213818   0.121426, 0.00791484  0.0024666   0.124872, 0.000874265  0.00244967    0.127747, -0.00619602  0.00241649     0.13088, -0.0133094 0.00238699   0.134273, -0.0204593 0.00236171   0.137935, -0.0276389 0.00234127   0.141876, -0.0348405 0.00232634   0.146107, -0.0420561 0.00231767   0.150638,  -0.049277 0.00231604   0.155479, -0.0564939 0.00232234   0.160642, -0.0636965 0.00233752   0.166137,  -0.070874 0.00236265   0.171976, -0.0780144 0.00239886   0.178172, -0.0851047 0.00244741   0.184736, -0.0921308 0.00250964   0.191681, -0.0990777 0.00258705   0.199021,  -0.105929 0.00268124    0.20677,  -0.112667 0.00279396   0.214942,  0.106597 0.0046221  0.196578, 
645, 0.00795795  0.0021242   0.126951, 0.00889228 0.00231052   0.126515, 0.00347378 0.00265806   0.130218, -0.00362967  0.00264618    0.133313,  -0.010757 0.00261695   0.136676, -0.0179236 0.00259197    0.14031, -0.0251225 0.00257183   0.144225, -0.0323464 0.00255718   0.148431, -0.0395873 0.00254877   0.152938, -0.0468365 0.00254739   0.157758, -0.0540847 0.00255393   0.162901, -0.0613221 0.00256934   0.168379, -0.0685375 0.00259466   0.174204, -0.0757193 0.00263106   0.180388, -0.0828546 0.00267977   0.186944, -0.0899293 0.00274216   0.193885, -0.0969283 0.00281971   0.201224,  -0.103835 0.00291403   0.208976,  -0.110632 0.00302687   0.217156,  -0.117299 0.00316013    0.22578,   0.107756 0.00490564   0.205321, 
650, 0.00336939 0.00230139   0.132171, 0.00431169 0.00248931   0.131735, -0.00112206  0.00285684    0.135709, -0.00828435  0.00285054    0.139034, -0.0154641 0.00282566   0.142639, -0.0226789 0.00280568   0.146526, -0.0299213 0.00279119   0.150706, -0.0371836 0.00278293   0.155188, -0.0444571  0.0027817   0.159985, -0.0517326 0.00278837   0.165108, -0.0590003  0.0028039   0.170567, -0.0662494 0.00282934   0.176376, -0.0734682 0.00286583   0.182547, -0.0806438 0.00291462   0.189092, -0.0877624 0.00297707   0.196026,  -0.094809 0.00305467   0.203362,  -0.101767 0.00314903   0.211114,  -0.108618 0.00326191   0.219299,  -0.115344 0.00339521   0.227933, -0.121923  0.003551  0.237031,   0.108966 0.00521016   0.214337, 
655, -0.00136884  0.00248534    0.137524, -0.000422176   0.00267477     0.137088, -0.00587373  0.00306323    0.141347, -0.0130903 0.00306309   0.144913, -0.0203175   0.003043   0.148772, -0.0275748 0.00302852   0.152924, -0.0348547 0.00302027   0.157381, -0.0421486 0.00301905   0.162154, -0.0494474 0.00302572   0.167255, -0.0567413 0.00304125   0.172694, -0.0640197 0.00306668   0.178485,  -0.071271 0.00310315    0.18464, -0.0784824 0.00315191   0.191173, -0.0856403 0.00321432   0.198098, -0.0927295 0.00329188   0.205428, -0.0997338 0.00338618   0.213178,  -0.106635 0.00349899   0.221365,  -0.113414 0.00363222   0.230005,   -0.12005 0.00378794   0.239116,  -0.126519 0.00396839   0.248714,   0.110235 0.00553669   0.223633, 
660, -0.00625281  0.00267631    0.143012, -0.00530599  0.00286711    0.142578, -0.0107798 0.00327753   0.147136, -0.0180458 0.00328417   0.150955, -0.0253148 0.00326936   0.155079, -0.0326088 0.00326094   0.159509, -0.0399194 0.00325955   0.164257, -0.0472378 0.00326607   0.169334,  -0.054554 0.00328145   0.174752, -0.0618576 0.00330673   0.180524, -0.0691371 0.00334304   0.186662, -0.0763799 0.00339164    0.19318, -0.0835725 0.00345389   0.200093, -0.0906999 0.00353127   0.207415, -0.0977457 0.00362539   0.215161,  -0.104692 0.00373802   0.223347,   -0.11152 0.00387106    0.23199,  -0.118208 0.00402658   0.241108,  -0.124733 0.00420685    0.25072,   -0.13107 0.00441428   0.260845,   0.111572 0.00588671    0.23322, 
665, -0.0112774 0.00287448   0.148637, -0.0103354 0.00306652   0.148206,  -0.015838 0.00349999   0.153078,  -0.023148 0.00351412   0.157162, -0.030453 0.0035051  0.161565, -0.0377772 0.00350335   0.166286, -0.0451115 0.00350953   0.171338, -0.0524465 0.00352457   0.176733, -0.0597715 0.00354952   0.182484, -0.0670752 0.00358552   0.188603, -0.0743454  0.0036338   0.195105, -0.0815684 0.00369574   0.202004, -0.0887294 0.00377279   0.209315, -0.0958123 0.00386659   0.217054, -0.102799 0.0039789  0.225236,  -0.109671 0.00411161   0.233879,  -0.116407 0.00426681   0.243002,  -0.122983 0.00444674   0.252623,  -0.129374 0.00465386   0.262763,  -0.135553 0.00489079   0.273443,  0.112984 0.0062613  0.243108, 
670, -0.0164407 0.00308004   0.154399, -0.0155098 0.00327313   0.153974, -0.0210495 0.00373087   0.159176, -0.0283974 0.00375325   0.163537, -0.0357318 0.00375062   0.168231, -0.0430789 0.00375621   0.173257, -0.050429 0.0037707  0.178627, -0.0577717 0.00379512   0.184356, -0.0650959 0.00383061   0.190455, -0.0723892 0.00387839   0.196939, -0.0796382 0.00393983   0.203822, -0.0868284  0.0040164    0.21112, -0.0939436 0.00410971   0.218849,  -0.100966 0.00422153   0.227025,  -0.107877 0.00435376   0.235665,  -0.114655 0.00450848   0.244789,  -0.121277 0.00468794   0.254417,  -0.127718 0.00489458   0.264567,   -0.13395 0.00513104   0.275263,  -0.139943 0.00540019   0.286528,   0.114483 0.00666166   0.253308, 
675, -0.0217341 0.00329317   0.160298, -0.0208212  0.0034871   0.159881, -0.0264094  0.0039704    0.16543, -0.0337887 0.00400191   0.170081, -0.0411454  0.0040063    0.17508, -0.0485075 0.00401997   0.180425, -0.0558647 0.00404361   0.186129, -0.0632056 0.00407834   0.192206, -0.0705183  0.0041254    0.19867, -0.0777895 0.00418614   0.205536, -0.0850046 0.00426202   0.212819, -0.0921478 0.00435467   0.220535, -0.0992016 0.00446582   0.228702,  -0.106147 0.00459739   0.237337,  -0.112963 0.00475146   0.246459,  -0.119626 0.00493027   0.256088,  -0.126111 0.00513626   0.266246,  -0.132391 0.00537209   0.276954,  -0.138435 0.00564061   0.288236,  -0.144211 0.00594492   0.300118,   0.116081 0.00708938   0.263831, 
680, -0.0271461 0.00351399   0.166335, -0.0262591 0.00370854    0.16593, -0.0319111 0.00421881   0.171842, -0.0393143  0.0042604   0.176797, -0.0466854 0.00427251   0.182115,  -0.054054 0.00429506   0.187793, -0.0614086 0.00432877   0.193846, -0.0687373 0.00437485   0.200288, -0.0760269 0.00443463   0.207134, -0.0832632  0.0045096     0.2144, -0.0904304 0.00460134   0.222101,  -0.097511 0.00471162   0.230256,  -0.104486 0.00484233   0.238882,  -0.111335 0.00499555   0.247999,  -0.118035 0.00517352   0.257627,   -0.12456 0.00537868   0.267787,  -0.130883 0.00561368   0.278503,  -0.136974 0.00588138   0.289799,    -0.1428 0.00618488   0.301699,  -0.148323 0.00652752   0.314233,   0.117791 0.00754576   0.274688, 
685, -0.0326624 0.00374259    0.17251, -0.0318106 0.00393746    0.17212, -0.0375458 0.00447625   0.178414, -0.0449648 0.00452899   0.183687, -0.0523418 0.00454959   0.189337, -0.0597074 0.00458193   0.195364, -0.0670491 0.00462671   0.201782,  -0.074354 0.00468526   0.208606, -0.0816079 0.00475903   0.215852, -0.0887953 0.00484962   0.223536,  -0.095899 0.00495877   0.231676,    -0.1029 0.00508838    0.24029,  -0.109778 0.00524052   0.249398,   -0.11651 0.00541743   0.259021,   -0.12307 0.00562155    0.26918,  -0.129432 0.00585552   0.279899, -0.135565 0.0061222  0.291203,  -0.141436 0.00642468   0.303117, -0.147008 0.0067663   0.31567,  -0.152242 0.00715069   0.328891,   0.119628 0.00803205    0.28589, 
690,  -0.038302 0.00405108   0.178812, -0.0374988 0.00425521   0.178441, -0.0433278 0.00474232    0.18514,  -0.050753 0.00480759   0.190745, -0.0581258  0.0048377   0.196744, -0.0654772 0.00488094   0.203136, -0.0727936 0.00493803   0.209936, -0.0800609  0.0050104   0.217159,  -0.087264 0.00509962   0.224824, -0.0943857 0.00520744   0.232946,  -0.101407 0.00533575   0.241546, -0.108309 0.0054866  0.250643,  -0.115067 0.00566224   0.260257,  -0.121657 0.00586509   0.270412, -0.128051 0.0060978  0.281131,   -0.13422 0.00636321   0.292438,   -0.14013 0.00666443   0.304362,  -0.145744 0.00700479    0.31693,  -0.151022 0.00738789   0.330172,  -0.155922 0.00781764   0.344121,   0.121611 0.00855205   0.297455, 
695, -0.0439618  0.0043257   0.185257,  -0.043213 0.00452953    0.18491, -0.0491842 0.00499154    0.19203, -0.0566071 0.00509994    0.19798, -0.0639668 0.00514054   0.204342, -0.0712943 0.00519582   0.211114, -0.0785747 0.00526651   0.218311, -0.0857929 0.00535415   0.225951, -0.0929321 0.00546045   0.234052, -0.0999739 0.00558729   0.242632,  -0.106898 0.00573673   0.251712, -0.113682  0.005911  0.261313,    -0.1203 0.00611251   0.271458, -0.126726 0.0063439   0.28217,   -0.13293 0.00660801   0.293475,  -0.138878 0.00690792     0.3054,  -0.144534 0.00724698   0.317976,  -0.149857 0.00762878   0.331232, -0.154803 0.0080572  0.345201,  -0.159324 0.00853645   0.359919,   0.123755 0.00910414   0.309378, 
700, -0.0496726  0.0045871   0.191835, -0.0489947 0.00478865   0.191517, -0.0551436 0.00528472   0.199082, -0.0625521  0.0054083   0.205392, -0.0698871   0.005462   0.212133, -0.0771779 0.00553061   0.219301,  -0.084408 0.00561632   0.226914, -0.0915611 0.00572081   0.234989, -0.0986189 0.00584592   0.243546,  -0.105561 0.00599369   0.252606,  -0.112366 0.00616634   0.262189,  -0.119009 0.00636628   0.272319,  -0.125461 0.00659612   0.283019,  -0.131695 0.00685872   0.294317,  -0.137676 0.00715712   0.306239,  -0.143368 0.00749467   0.318816,   -0.14873 0.00787495   0.332079,  -0.153719 0.00830183   0.346061, -0.158286 0.0087795  0.360798,  -0.162377 0.00931247    0.37633, 0.126088 0.009691 0.321693, 
705, -0.0553899 0.00486276    0.19854, -0.0547969 0.00506381   0.198258, -0.0611715 0.00557358   0.206292, -0.0685537 0.00572699   0.212976, -0.0758523 0.00579086   0.220111, -0.0830933 0.00587423   0.227692, -0.0902588 0.00597639   0.235738, -0.0973308 0.00609931   0.244267,   -0.10429 0.00624498   0.253301,  -0.111113 0.00641561   0.262861, -0.117777 0.0066136   0.27297,  -0.124254 0.00684154   0.283654,  -0.130515 0.00710227   0.294938,  -0.136526 0.00739885    0.30685,  -0.142251 0.00773457   0.319421,   -0.14765 0.00811302   0.332683,  -0.152679 0.00853807    0.34667,  -0.157289 0.00901387   0.361419,  -0.161425 0.00954491   0.376969, -0.165029 0.0101361   0.39336,  0.128634 0.0103114  0.334402, 
710, -0.0610833 0.00513838   0.205364, -0.0605917 0.00533733   0.205126, -0.0672493 0.00588048   0.213655, -0.0745917 0.00605684   0.220729, -0.0818412 0.00613454   0.228273, -0.0890181 0.00623397   0.236284,  -0.096103 0.00635414    0.24478,  -0.103076 0.00649723   0.253783,  -0.109917 0.00666539   0.263314,    -0.1166 0.00686099   0.273397,  -0.123098 0.00708662   0.284057,  -0.129384 0.00734509    0.29532,  -0.135422 0.00763943   0.307216,  -0.141178 0.00797295   0.319774, -0.146611 0.0083492  0.333027,  -0.151677 0.00877202    0.34701,  -0.156327 0.00924556   0.361761, -0.160506 0.0097743   0.37732, -0.164156  0.010363  0.393727, -0.167211  0.011017   0.41103,  0.131421 0.0109672  0.347516, 
715,  -0.066708 0.00542361   0.212298, -0.0663351 0.00562058   0.212114, -0.073346 0.0061931  0.221167, -0.0806339 0.00639822   0.228644, -0.0878205 0.00648995   0.236613, -0.0949183 0.00660713    0.24507,  -0.101906 0.00674703   0.254035,  -0.108762 0.00691219   0.263531,  -0.115463 0.00710491   0.273581,  -0.121982 0.00732776    0.28421,   -0.12829 0.00758352   0.295445,  -0.134355 0.00787523   0.307315,   -0.14014 0.00820614   0.319851, -0.145605 0.0085798  0.333087,  -0.150707 0.00900001   0.347057,  -0.155395 0.00947092     0.3618,  -0.159617 0.00999697   0.377356, -0.163312 0.0105829  0.393769, -0.166414  0.011234  0.411084, -0.168852 0.0119558  0.429352,  0.134481 0.0116588  0.361046, 
720, -0.0722114 0.00571386    0.21933, -0.0719755 0.00590772    0.21921, -0.0794252 0.00651597   0.228819, -0.0866426 0.00675072   0.236714,  -0.093752 0.00685852   0.245124,  -0.100754 0.00699512   0.254044,  -0.107627 0.00715662   0.263496,  -0.114346 0.00734594   0.273504,  -0.120885 0.00756552   0.284093,  -0.127216 0.00781812   0.295291,  -0.133306 0.00810675   0.307127,  -0.139119 0.00843464   0.319632,  -0.144617 0.00880531    0.33284,  -0.149753 0.00922254   0.346786,   -0.15448 0.00969043    0.36151, -0.158744 0.0102134  0.377052, -0.162484 0.0107962  0.393457, -0.165635  0.011444  0.410772, -0.168124 0.0121623  0.429047, -0.16987 0.012957 0.448336,  0.137848 0.0123875  0.375001, 
725, -0.0775338 0.00601103   0.226447, -0.0774538   0.006201   0.226403, -0.0854454 0.00684593   0.236604, -0.0925746 0.00711444    0.24493, -0.0995919 0.00723959   0.253796,  -0.106482 0.00739751   0.263194,  -0.113221 0.00758268   0.273151,  -0.119781 0.00779842   0.283691,  -0.126136 0.00804733   0.294841,  -0.132252 0.00833238   0.306632,  -0.138095 0.00865678   0.319094, -0.143625  0.009024  0.332262,  -0.148797 0.00943781   0.346173,  -0.153564 0.00990226   0.360865, -0.157871 0.0104217   0.37638, -0.161659  0.011001  0.392763, -0.16486 0.011645 0.410062, -0.167403 0.0123594  0.428329, -0.169206   0.01315  0.447619, -0.170181 0.0140231   0.46799,  0.141558 0.0131537  0.389391, 
730, -0.0826061 0.00631354   0.233631, -0.0827014 0.00649841   0.233676, -0.0913584 0.00718336    0.24451, -0.0983807 0.00748916   0.253279,   -0.10529 0.00763339   0.262614,  -0.112051 0.00781471   0.272508,  -0.118636 0.00802576   0.282986,  -0.125017 0.00827039   0.294077,  -0.131162 0.00855128    0.30581,  -0.137036 0.00887165   0.318216,  -0.142601 0.00923493   0.331332,  -0.147812 0.00964483   0.345192, -0.152622 0.0101054  0.359837, -0.156975 0.0106209   0.37531, -0.160814  0.011196  0.391655,  -0.16407 0.0118359  0.408922, -0.166671 0.0125458  0.427164, -0.168536 0.0133318  0.446436, -0.169575 0.0141999  0.466797, -0.169691 0.0151572  0.488313,   0.14565 0.0139578  0.404223, 
735, -0.0889798 0.00666527   0.241898, -0.0827014 0.00649841   0.233676, -0.0913584 0.00718336    0.24451, -0.0983807 0.00748916   0.253279,   -0.10529 0.00763339   0.262614,  -0.112051 0.00781471   0.272508,  -0.118636 0.00802576   0.282986,  -0.125017 0.00827039   0.294077,  -0.131162 0.00855128    0.30581,  -0.137036 0.00887165   0.318216,  -0.142601 0.00923493   0.331332,  -0.147812 0.00964483   0.345192, -0.152622 0.0101054  0.359837, -0.156975 0.0106209   0.37531, -0.160814  0.011196  0.391655,  -0.16407 0.0118359  0.408922, -0.166671 0.0125458  0.427164, -0.168536 0.0133318  0.446436, -0.169575 0.0141999  0.466797, -0.169691 0.0151572  0.488313,   0.14565 0.0139578  0.404223, 
740,  -0.092078 0.00644095   0.244598, -0.0937891 0.00642477   0.245858,  -0.106825 0.00805185    0.26091,  -0.113439 0.00842761    0.27074,  -0.119917 0.00861487   0.281192, -0.126193 0.0088471  0.292257,  -0.132232 0.00911458   0.303965,  -0.138001 0.00942195   0.316348,  -0.143462 0.00977225   0.329439, -0.148572 0.0101691  0.343275, -0.153284 0.0106164  0.357895, -0.157546 0.0111185  0.373343, -0.161297 0.0116798  0.389663, -0.164473 0.0123052  0.406905, -0.167002 0.0130001  0.425122, -0.168804 0.0137701  0.444368,  -0.16979 0.0146213  0.464706, -0.169863 0.0155604  0.486198, -0.168915 0.0165945  0.508914,  -0.16683 0.0177312  0.532927,  0.157838 0.0154805  0.435178, 
745, -0.0988967  0.0076055   0.253516, -0.0992931 0.00787464   0.253501,  -0.111155 0.00778046   0.266949, -0.117569 0.0085204  0.277124,  -0.124003 0.00873372   0.288003,  -0.130207 0.00899922    0.29953,  -0.136141 0.00930362   0.311737,  -0.141771 0.00965234   0.324659, -0.147053 0.0100485  0.338335,  -0.15194 0.0104961  0.352805,  -0.15638 0.0109992  0.368113, -0.160312 0.0115625  0.384308, -0.163671 0.0121907   0.40144, -0.166383 0.0128892  0.419565, -0.168366 0.0136637  0.438741, -0.169528 0.0145202  0.459032,  -0.16977 0.0154653  0.480506,  -0.16898 0.0165063  0.503234, -0.167036 0.0176506  0.527294, -0.163804 0.0189067  0.552768,  0.163684 0.0162617  0.448391, 
750,  -0.100813 0.00729705   0.261546, -0.101489 0.0074014  0.261925,  -0.114492 0.00868005   0.275987,  -0.120846 0.00906771   0.286631,  -0.127139 0.00931123   0.297982,  -0.133174 0.00961247   0.310012,   -0.13891 0.00995529   0.322758, -0.144306  0.010346  0.336258, -0.149317 0.0107878  0.350553, -0.153889 0.0112846  0.365687, -0.157964 0.0118409  0.381709, -0.161478 0.0124615  0.398671, -0.164356 0.0131513  0.416629, -0.166518  0.013916  0.435642, -0.167873 0.0147614  0.455775, -0.168319  0.015694  0.477097, -0.167746 0.0167206  0.499682,  -0.16603 0.0178487  0.523608, -0.163036 0.0190864  0.548959, -0.158614 0.0204423  0.575824,  0.170582 0.0171047  0.464731, 
755,  -0.102516 0.00794702   0.269102,  -0.103536 0.00808978     0.2697,  -0.118373 0.00876318   0.284702,  -0.124508 0.00944796   0.295809,   -0.13063 0.00970095   0.307664, -0.136462 0.0100347  0.320234, -0.141959 0.0104156  0.333557, -0.147076 0.0108487  0.347675, -0.151763  0.011337  0.362632, -0.155963 0.0118848  0.378477,  -0.15961 0.0124968  0.395262, -0.162633  0.013178  0.413044,  -0.16495 0.0139338  0.431883, -0.166473 0.0147698  0.451844,   -0.1671 0.0156926  0.472997, -0.166719 0.0167087  0.495418, -0.165209 0.0178256  0.519185, -0.162432  0.019051  0.544384, -0.158239 0.0203937  0.571105, -0.152465 0.0218627  0.599445, 0.177946 0.017973 0.481312, 
760,  -0.103629 0.00806452   0.276316, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
765,   -0.10569 0.00823681   0.284642, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
770,  -0.108512 0.00847351   0.294194, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
775,  -0.111891 0.00878364   0.305081, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
780,  -0.115605 0.00917595   0.317407, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
785,  -0.119413 0.00965908   0.331268, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
790, -0.123056 0.0102418  0.346744, -0.104963 0.0081148  0.277134,  -0.121879 0.00922335    0.29322,  -0.127776 0.00984617   0.304785, -0.133718 0.0101358  0.317149, -0.139334 0.0105199  0.330264, -0.144576 0.0109443  0.344174, -0.149396 0.0114258  0.358922, -0.153737 0.0119667  0.374557, -0.157536 0.0125715  0.391132, -0.160723  0.013245  0.408703, -0.163217 0.0139926  0.427333, -0.164929 0.0148198  0.447085,  -0.16576 0.0157327  0.468033, -0.165599  0.016738  0.490251, -0.164322 0.0178427   0.51382, -0.161793 0.0190546  0.538826, -0.157862 0.0203819  0.565362, -0.152363 0.0218337  0.593525, -0.145115 0.0234196  0.623418,  0.185761 0.0188817  0.498094, 
795,    -0.10719 -0.00224422    0.337763, -0.0573917 0.00572777   0.271346,  -0.16549 0.0122557  0.314823,  -0.16903 0.0131314  0.329184, -0.172567 0.0135706  0.344511, -0.175608 0.0141212  0.360721, -0.178087 0.0147314  0.377864, -0.179934 0.0154145  0.395996,  -0.18107 0.0161737  0.415179, -0.181407 0.0170145  0.435477, -0.180844 0.0179427  0.456961, -0.179273 0.0189644  0.479706,  -0.17657 0.0200863  0.503794, -0.172599 0.0213155  0.529311, -0.167211 0.0226597   0.55635, -0.160239 0.0241272   0.58501,  -0.1515 0.025727 0.615396, -0.140793 0.0274688  0.647617, -0.127897 0.0293632  0.681791, -0.112573 0.0314213  0.718041,  0.221537 0.0225421  0.557535, 
800, -0.0940531  0.0173962   0.307047, -0.0259245  0.0103508   0.267083, -0.197029 0.0106978  0.353612,  -0.19377 0.0154776  0.369545, -0.195188 0.0160647  0.388069, -0.195817 0.0168206  0.407727, -0.195556 0.0176601  0.428591, -0.194299 0.0186046  0.450742, -0.191924 0.0196564  0.474267, -0.188295 0.0208224   0.49926, -0.183258 0.0221095   0.52582, -0.176644 0.0235253  0.554056, -0.168263  0.025078  0.584082, -0.157907 0.0267766  0.616019, -0.145342 0.0286305  0.649996, -0.130312 0.0306502  0.686149, -0.112536 0.0328467  0.724618, -0.0917045  0.0352322   0.765551, -0.0674785  0.0378196   0.809101, -0.0394882   0.040623   0.855422,  0.274828 0.0275809  0.646511, 
